,id,instruments,genres,place,coordinates,is-danced,youtube-id,start-ts,end-ts,region,sub-region,main_genre,secondary_genre,sub-genre,Lyra,Cimbalom,Whistling,Floghera,Trumpet,Klarino,Flute,Laouto,Guitar,Trombone,Bass,Piano,Cello,Tambouras,Baglamas,Zournas,Kanonaki,Santouri,Violin,Voice,Accordion,Oud,Mandolin,Ney,Tsampouna,Tuba,Bassoon,Percussion,Bouzouki,Tsumbus
567,o-spinos,"['Voice', 'Kanonaki']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Chios']",38.42426026626016|26.058525334235867,no,J-PqcxTXtp4,1574,1742,Aegean-sea,Chios,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
568,o-travmatias,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,tzCMruLs9bM,1620,1829,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
569,o-vrachos,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Paros']",37.059547738452586|25.18271237956369,yes,jpktBKou-_E,4663,4801,Aegean-sea,Paros,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
570,oi-kleftes,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Syrrako']",39.59709819947839|21.123307489736774,yes,niplI7Bv-30,4647,4977,Epirus,Syrrako,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
571,oi-syntrofisses,"['Voice', 'Trumpet', 'Trombone', 'Percussion', 'Klarino', 'Accordion']","['Traditional', 'Macedonian']",['Macedonia'],40.910884328073564|23.22153108200181,yes,dIqJ-N3_Tso,2498,2638,Macedonia,Macedonia,Traditional,Macedonian,Macedonian,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,no,no
572,olis-oi-nyfis-stou-chouro-angelina-paschaliatiko,['Voice'],"['Traditional', 'Macedonian']","['Macedonia', 'Grevena']",40.08538883719564|21.41961215567693,yes,gMz1OBS9FlQ,4370,4542,Macedonia,Grevena,Traditional,Macedonian,Macedonian,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
573,olmaz,"['Voice', 'Percussion', 'Oud']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,no,-YUXPO1BSRw,502,753,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no
574,oloi-oi-rebetes-tou-ntounia-markos-vamvakaris,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,L3fe3KGksU8,6159,6407,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
575,omal-aplon,"['Voice', 'Percussion', 'Lyra']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,LL6pe_UtAe0,43,177,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
576,omal-kars,"['Voice', 'Percussion', 'Lyra', 'Laouto']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,3552,3787,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
577,omal-kerasountas,"['Voice', 'Percussion', 'Lyra', 'Laouto', 'Floghera']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,6344,6616,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
578,omal-kioumous-maten,"['Percussion', 'Lyra']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,3084,3179,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
579,omalin,"['Voice', 'Percussion', 'Lyra']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,LL6pe_UtAe0,2366,2509,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
580,omalin-nikopolis,"['Voice', 'Percussion', 'Lyra']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,VmaUraZpvI8,4506,4693,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
581,omorfi-prosfygopoula,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Oud', 'Klarino', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lesbos']",39.23867882632123|26.256429816602346,no,mp1pK6b1Oho,4346,4623,Aegean-sea,Lesbos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no
582,oneiro-to-da-pos-tha-rtheis,"['Voice', 'Percussion', 'Lyra', 'Laouto', 'Guitar', 'Bass']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,lBs4PyiRsIY,5951,6244,Crete,Crete,Traditional,Nisiotiko,Cretan,yes,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
583,opa-magka,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,YEPmaDr_UMA,6009,6138,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
584,opote-s-apothymisa,"['Voice', 'Piano', 'Mandolin', 'Bass']",['Newer'],['N/A'],N/A,no,lBs4PyiRsIY,3170,3388,N/A,N/A,Newer,Newer,Newer,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no
585,opou-giorgos-kai-malama,"['Voice', 'Guitar', 'Bouzouki', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,GQoE6eVqP38,6301,6474,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
586,opseis-tis-psychis,['Laouto'],['Newer'],['N/A'],N/A,no,tbbAWeVEHFQ,758,1023,N/A,N/A,Newer,Newer,Newer,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
587,ora-kali-poulaki-mou,"['Voice', 'Percussion', 'Oud', 'Ney', 'Lyra', 'Laouto', 'Kanonaki', 'Bass']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,no,Dd0IreIlLJE,6465,6676,Thrace,Thrace,Traditional,Thracian,Thracian,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,yes,no,yes,no,no,no,yes,no,no
588,oria-mou-fenesai,"['Voice', 'Mandolin', 'Guitar', 'Accordion']","['Traditional', 'Southern-Italian']",['Southern-Italy'],37.4956965444923|14.488217381442661,no,l2gUntzxeVc,3118,3286,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Southern-Italian,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no
589,oria-mou-pissulina,"['Voice', 'Guitar']","['Traditional', 'Southern-Italian', 'Polyphonic']",['Southern-Italy'],37.4956965444923|14.488217381442661,no,l2gUntzxeVc,2873,3018,Southern-Italy,Southern-Italy,Traditional,Southern-Italian,Polyphonic,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
590,orligkas-tsamikos,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Macedonian', 'Vlachic']","['Macedonia', 'Grevena']",40.08538883719564|21.41961215567693,yes,gMz1OBS9FlQ,2084,2238,Macedonia,Grevena,Traditional,Macedonian,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
591,osa-chronia-ki-an-perasoun-giannis-tatasopoulos,"['Voice', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,L3fe3KGksU8,4477,4674,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
592,osmantakas,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,ifRo_Z05kuQ,3647,3931,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
593,oso-gyrizei-i-sfaira-kyries-tou-paxim,"['Voice', 'Violin', 'Guitar', 'Cimbalom', 'Bass', 'Accordion']","['Urban-folk', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,no,TpK-XXFl51o,3973,4200,Asia-minor,Smyrni,Urban-folk,Mikrasiatiko,Mikrasiatiko,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no
594,oso-varoun-ta-sidera,"['Voice', 'Percussion', 'Ney', 'Lyra', 'Laouto', 'Kanonaki', 'Bass']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,Dd0IreIlLJE,2891,2983,Crete,Crete,Traditional,Nisiotiko,Cretan,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no
595,oso-vathia-einai-i-thalassa,"['Voice', 'Tambouras', 'Oud']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,no,vd8WTrc12Uo,4217,4430,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
596,otan-moun-nios-kai-pallikari,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,yes,wFOvhBpFM1o,5888,6132,Epirus,Metsovo,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
597,otan-pernoun-oi-geranoi,"['Voice', 'Piano', 'Percussion', 'Ney', 'Laouto', 'Guitar', 'Bass']",['Newer'],['N/A'],N/A,no,lBs4PyiRsIY,3398,3568,N/A,N/A,Newer,Newer,Newer,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,yes,no,no
598,ouna-souta-ekato-nomataioi-syrto-sta-tria,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Vlachic']","['Epirus', 'Metsovo']",39.77279687831799|21.180210833893486,yes,wFOvhBpFM1o,2925,3045,Epirus,Metsovo,Traditional,Epirotic,Vlachic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
599,p-archontiko,"['Voice', 'Violin', 'Tsampouna', 'Percussion', 'Oud', 'Lyra', 'Accordion']","['Traditional', 'Thracian']",['Thrace'],40.99020017616846|26.004757197151037,no,fooYiNew79E,1585,1849,Thrace,Thrace,Traditional,Thracian,Thracian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no
600,painemata,"['Voice', 'Laouto', 'Kanonaki']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,no,J-PqcxTXtp4,2517,2650,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no
601,palatia-chrysostolista,"['Voice', 'Percussion', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,yes,pxhw04LZhiY,1557,1739,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no
602,pali-se-vlepo-skeptiko,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,tzCMruLs9bM,2209,2405,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
603,pali-tragoudi-tha-sou-po,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,YEPmaDr_UMA,1000,1196,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
604,palia-geitonia-manos-chatzidakis-alekos-sakellarios,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Laiko'],['N/A'],N/A,no,L3fe3KGksU8,4163,4347,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
605,palio-zagorisio,"['Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']","['Epirus', 'Zagori']",39.86483576229186|20.928467851900137,no,tbbAWeVEHFQ,5549,5755,Epirus,Zagori,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
606,palios-karsilamas,"['Violin', 'Santouri', 'Guitar']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lesbos']",39.23867882632123|26.256429816602346,yes,mp1pK6b1Oho,2185,2351,Aegean-sea,Lesbos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
607,pame-paidia-na-fygoume,"['Voice', 'Percussion']","['Traditional', 'Mikrasiatiko']",['Asia-minor'],38.5231944247523|26.521702731335296,yes,-YUXPO1BSRw,5989,6095,Asia-minor,Asia-minor,Traditional,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
608,pame-sta-bouzoukia,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,no,zkoqg3VRVLA,2904,3073,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
609,pame-sto-faliro,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,yes,IzjFkYASGbY,6162,6394,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
610,panagia,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Lemnos']",39.91340211415133|25.23051010491704,yes,jpktBKou-_E,1910,2010,Aegean-sea,Lemnos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
611,panagio,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic', 'Polyphonic']","['Epirus', 'Pogoni']",39.957398151152326|20.502372173521454,yes,UaYoyQPZEuo,3323,3491,Epirus,Pogoni,Traditional,Epirotic,Polyphonic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
612,panagiotoula,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,niplI7Bv-30,4206,4511,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
613,panagioula,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek', 'Arvanitic']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,GIOAt5GHt3I,5736,5830,Central-Greece,Central-Greece,Traditional,Central-Greek,Arvanitic,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
614,pano-ston-apano-pyrgo-strotos,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,yes,gMz1OBS9FlQ,1230,1476,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
615,papadopoula-vasilis-saleas,"['Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,G9DwnuVgsVs,5518,5687,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no
616,papor,"['Voice', 'Percussion', 'Lyra']","['Traditional', 'Pontian']",['Pontus'],40.98830222241354|39.727075504282254,yes,LL6pe_UtAe0,1177,1318,Pontus,Pontus,Traditional,Pontian,Pontian,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no
617,paraponiara-mou,"['Voice', 'Violin', 'Santouri', 'Percussion', 'Oud', 'Guitar']","['Urban-folk', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,no,5fJXkyrSxo4,5128,5334,Asia-minor,Smyrni,Urban-folk,Mikrasiatiko,Mikrasiatiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no
618,paraponiarika-paidia,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Sarakatsani']",['N/A'],N/A,yes,FXS9jCtkFLk,5203,5439,N/A,N/A,Traditional,Sarakatsani,Sarakatsani,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
619,pare-mario-ti-roka-sou,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Central-Greek']",['Central-Greece'],38.87601135662379|22.319114372276747,yes,GIOAt5GHt3I,1421,1580,Central-Greece,Central-Greece,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
620,pare-pia-to-dromo-sou,"['Voice', 'Piano', 'Guitar', 'Bouzouki', 'Bass', 'Accordion']",['Laiko'],['N/A'],N/A,no,zkoqg3VRVLA,3538,3596,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
621,pare-to-dachtylidi-mou,"['Voice', 'Guitar', 'Bouzouki', 'Accordion']",['Laiko'],['N/A'],N/A,no,GQoE6eVqP38,4523,4728,N/A,N/A,Laiko,Laiko,Laiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
622,pare-to-dakry-mou,"['Voice', 'Guitar']","['Urban-folk', 'Urban-light']",['N/A'],N/A,no,vd8WTrc12Uo,3572,3770,N/A,N/A,Urban-folk,Urban-light,Urban-light,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
623,pasas,"['Voice', 'Percussion', 'Oud', 'Lyra']","['Traditional', 'Mikrasiatiko']","['Asia-minor', 'Smyrni']",38.40759370339183|27.149200099431013,no,-YUXPO1BSRw,1723,1902,Asia-minor,Smyrni,Traditional,Mikrasiatiko,Mikrasiatiko,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no
624,pasobeis,"['Voice', 'Violin', 'Percussion', 'Laouto', 'Klarino']","['Traditional', 'Epirotic']",['Epirus'],39.66608483034404|20.826263473906028,no,UaYoyQPZEuo,1578,1822,Epirus,Epirus,Traditional,Epirotic,Epirotic,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no,no
625,pathos,"['Voice', 'Lyra', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kasos']",35.3962719867034|26.92186922290313,no,4mMJSlECbh4,1351,1531,Aegean-sea,Kasos,Traditional,Nisiotiko,Aegean,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no
626,patinada,"['Zournas', 'Percussion']","['Traditional', 'Central-Greek']","['Central-Greece', 'Mesologgi']",38.387336454795125|21.45891698692964,yes,5z-ZGft2zCI,1271,1338,Central-Greece,Mesologgi,Traditional,Central-Greek,Central-Greek,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no
627,patitos,"['Violin', 'Percussion', 'Oud', 'Klarino', 'Kanonaki']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Chios']",38.42426026626016|26.058525334235867,yes,J-PqcxTXtp4,3764,3894,Aegean-sea,Chios,Traditional,Nisiotiko,Aegean,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,no
628,patitos-chiou,"['Violin', 'Santouri', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Chios']",38.42426026626016|26.058525334235867,no,jpktBKou-_E,780,812,Aegean-sea,Chios,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no
629,peiraiotissa,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,no,IzjFkYASGbY,3084,3273,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
630,pentamorfi,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas', 'Accordion']",['Rebetiko'],['N/A'],N/A,no,YEPmaDr_UMA,2030,2228,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,no,yes,no
631,pente-magkes-ston-peraia,"['Voice', 'Guitar', 'Bouzouki', 'Baglamas']",['Rebetiko'],['N/A'],N/A,no,IzjFkYASGbY,644,841,N/A,N/A,Rebetiko,Rebetiko,Rebetiko,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no
632,pente-paidia-malonane,"['Voice', 'Violin', 'Santouri', 'Laouto', 'Klarino', 'Guitar']","['Traditional', 'Peloponnesian']",['Peloponnese'],37.200485993306756|22.362045452582027,yes,5z-ZGft2zCI,550,686,Peloponnese,Peloponnese,Traditional,Peloponnesian,Peloponnesian,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no
633,pentozali,"['Voice', 'Percussion', 'Ney', 'Lyra', 'Laouto', 'Kanonaki', 'Bass']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,no,Dd0IreIlLJE,3040,3133,Crete,Crete,Traditional,Nisiotiko,Cretan,yes,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,yes,no,no
634,pentozali-kefalou,"['Violin', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kos']",36.85248114414557|27.228892044478616,yes,CJ7m2WduEh8,5955,6069,Aegean-sea,Kos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
635,pentozali-ko,"['Violin', 'Laouto']","['Traditional', 'Nisiotiko', 'Aegean']","['Aegean-sea', 'Kos']",36.85248114414557|27.228892044478616,yes,CJ7m2WduEh8,6069,6175,Aegean-sea,Kos,Traditional,Nisiotiko,Aegean,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
636,pentozalis,"['Violin', 'Tambouras', 'Laouto', 'Guitar', 'Floghera']","['Traditional', 'Nisiotiko', 'Cretan']",['Crete'],35.19124573828352|25.024171535651924,yes,6ZDyC-wpRXM,4113,4225,Crete,Crete,Traditional,Nisiotiko,Cretan,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no
